# 管種マスタ: id,名称,略号(傍記・集計表示用),可撓管(1=架橋ポリエチレン管など自由に曲がる管。継手角度の拘束をしない。省略=直管),最小曲げ半径(外径の倍数。可撓管の折れ点はこのRで曲げて描く。省略=8)
VP,硬質ポリ塩化ビニル管,VP,0
VU,硬質ポリ塩化ビニル管(薄肉),VU,0
HIVP,耐衝撃性硬質ポリ塩化ビニル管,HIVP,0
HTVP,耐熱性硬質ポリ塩化ビニル管,HT,0
SGP-W,配管用炭素鋼鋼管(白),SGP白,0
SGP-VB,水道用硬質塩化ビニルライニング鋼管,SGP-VB,0
CUP,銅管(Lタイプ),Cu,0
SU,一般配管用ステンレス鋼鋼管,Su,0
PEX,水道用架橋ポリエチレン管,PEX,1,8
PB,水道用ポリブテン管,PB,1,8
CUR,冷媒用銅管(被覆銅管),Cu,1,4
